Customer,Unit #,VIN,Year,Make / Model
GAMBOA LOGISTIC INC,1993,3AKJHHDR5LSLJ4215,2020,Freightliner Cascadia
Leader Trucking Inc.,1993,4V4NC9TJ3GN938436,2016,Volvo VNL
FRONTLINE EXPRESS,199386,4V4NC9EH0PN339679,2023,Volvo VNL
WAMEKAN,1994,3AKJHHDR8MSMC0901,2021,Freightliner Cascadia
DR TRANS LLC,1994,3AKJHHDR8MSMC0901,2021,Freightliner Cascadia
TOTA TRUCKING LLC,1994,3AKJHHDR8MSMC0901,2021,Freightliner Cascadia
BASMALA INC,1994,4V4NC9EH7KN198439,2019,Volvo VNL
ICONX INC,1994,4V4NC9EH8KN899197,2019,Volvo VNL
BEDFORD EXPRESS LLC,1996,3AKJHHDR9NSNC2841,2022,Freightliner Cascadia
PAN AMERICAN CARGO,1997,3AKJHHDR3MSMM7881,2021,Freightliner Cascadia
AL DABBAGH,1998,4V4NC9EH3NN295819,2022,Volvo VNL
SUCCESSOR INC,1998,4V4NC9EH3NN295819,2022,Volvo VNL
BQUICK TRANSPORTATION,2,1FUJHHDR5KLKL9462,2019,Freightliner Cascadia
SPARTAN TRANSPORT LLC,2,1XPCP4EX8TD795896,2026,Peterbilt 567
VDV TRUCKING INC,2,3AKJHHDR1JSJP6427,2018,Freightliner Cascadia
SPARTAN TRANSPORT LLC,2,4Z1GF4527NS006482,2022,Gator Made Gator Made Inc.
SKY LINE,20,1E145Z387FR053287,2015,East Manufacturing Corp. East Manufacturing Corp
NUMBER 1 TRANSPORT,20,3AKJHHDR2KSKG4299,2019,Freightliner Cascadia
AMERICAN TURBO,20,3AKJHHDR7LSLK0436,2020,Freightliner Cascadia
LAMO TRANS CARGO,20,3AKJHHDR7MSMX9247,2021,Freightliner Cascadia
Unlimited Truckers,20,4V4NB9EH8JN998314,2017,Volvo vnl670
Unlimited Truckers,20,4V4NB9EH8JN998314,2018,Volvo VNL
TURON TRANS,20,4V4NC9EH0JN887849,2018,Volvo VNL
UTL TRUCKING LLC,20,4V4NC9EH3GN961581,2016,Volvo VNL
AMERIKALAND,200,1FUJHHDR8MLME8192,2021,"Freightliner New Cascadia 126 Sleepercab"""
ROYCE LLC,200,1XKYDP9X3JJ193261,2018,Kenworth T680
GENERAL TRANSPORTATION LLC,200,4V4NC9EJ3MN265298,2021,Volvo VNL
R&J MORRIS,200,4V4NC9TG8DN148543,2013,Volvo Truck VNL
SUCCESSOR INC,2000,4V4NC9EH6LN251052,2020,Volvo VNL
ITF GROUP LLC,2001,3AKJHHDR8MSMF2571,2021,Freightliner Cascadia
BEST WAY TRUCKING,2001,4V4NC9EH7LN229058,2020,Volvo VNL
AMERICAN EAGLE,2002,1TTE532A5E3805176,2014,Transcraft Aluminium Flatbed
EAGLE EYE,2002,3AKJHHDVXLSLS2775,2020,Freightliner Cascadia
LULAJ LLC,2003,3AKJGLDR7HSHR4838,2017,Freightliner Cascadia
GG CARGO,2008,1FUJHHDR4KLKK4323,2019,Freightliner Cascadia
GG CARGO,2009,3AKJHHDR7PSNG7828,2023,Freightliner Cascadia
DANA,2009,3AKJHHDR7PSNG7828,2023,Freightliner Cascadia
BEST WAY TRUCKING,2009,4V4NC9EH7NN262840,2022,Volvo Truck VNL
ITF GROUP LLC,201,3AKJGLDR5JSHU5109,2018,Freightliner Cascadia
ONE STEP CARGO INC,201,3AKJHHDR1LSLK0867,2020,Freightliner Cascadia
MEGATRUCKS,201,3AKJHHDRXJSJW4891,2018,Freightliner Cascadia
GRPA LOGISTICS LLC,201,3AKJHHDRXLSLK0993,2020,Freightliner Cascadia
IATE INC,201,4V4BC9EH7TN704050,2026,Volvo NEW VNL
TNT TRANSFER LLC,201,4V4NC9EJ4EN172811,2014,Volvo VNL
GG CARGO,2010,3AKJHHDR0PSNG7864,2023,Freightliner Cascadia
SINO EXP,2010,4V4NC9EH4MN229066,2021,Volvo VNL
ROYCE LLC,2010,4V4NC9EJ5HN971551,2017,Volvo VNL
DANA,2010 (DANA),3AKJHHDR0PSNG7864,2023,Freightliner Cascadia
I-TEAM TRUCKING LLC,201021,3AKJHHDR1LSLR4435,2020,Freightliner Cascadia
HOMELAND TRANSPORTATION INC,201081,4V4NC9EH8LN224290,2020,Volvo VNL
HOMELAND TRANSPORTATION INC,201085,4V4NC9EH2LN224236,2020,Volvo VNL
BIG DUCK TRUCKING,2012,4V4NC9EH8NN288204,2022,Volvo VNL
MAD & MUS,2014,1DW1A5322RS477322,1994,Stoughton Trailers Stoughton trailers
UNI TRANS LLC,2014,4V4NC9EH1NN288206,2022,Volvo VNL
RUSS EXPRESS LLC,2015,1UYVS2536FU099005VS2RA,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
Z & Z TRANSPORT,2015,4V4NC9EJXFN924738,2015,Volvo VNL
ITF GROUP LLC,2016,3AKJHHDR1PSNG5699,2023,Freightliner Cascadia
PINTO EXPRESS,2018,3AKJHHDR1LSLJ4518,2020,Freightliner Cascadia
TOTA TRUCKING LLC,2018,3AKJHHDR3LSLJ7811,2020,Freightliner Cascadia
BF Express,2018,3AKJHHDRXJSJU0459,2018,Freightliner Cascadia
STW LTO,2019,3AKJGLD55FSGC9165,2015,Freightliner Cascadia
NAZIMSOM LOGISTICS LLC,2019,4V4NC9EH7JN895415,2018,Volvo VNL
USA SILK WAY,20199,3AKJHHDR6PSUH7635,2023,Freightliner Cascadia
LOADVISER LOGISTICS,202,1FUJHHDR1MLMA2848,2021,Freightliner Cascadia
ITF GROUP LLC,202,1FUJHHDR8KLKM5580,2019,Freightliner Cascadia
PATAGONIA,202,1FUJHHDV4NLNH9912,2022,Freightliner Cascadia
EAGLE EYE,202,3AKJHHDR5LSLK1200,2020,Freightliner Cascadia
BIG DUCK TRUCKING,202,3AKJHHDR5LSLK1200,2020,Freightliner Cascadia
STW LTO,202,3AKJHHDRXKSKC0146,2019,Freightliner Cascadia
IATE INC,202,4V4BC9EH3TN704059,2026,Volvo NEW VNL
GREEN FLAMES LLC,202,4V4NC9EG9NN606072,2022,Volvo Truck VNL
Ameri Star Express LLC,202,4V4NC9EH1BN532325,,Volvo
INTENSE LLC,202,4V4NC9EH2EN161528,2014,Volvo VNL
AL-AMIN TRANSPORTATION LLC,202,4V4NC9EHXLN222794,2020,Volvo Truck VNL
NUMBER 1 TRANSPORT,2020,1UYVS2534GU617601,2016,Utility Trailer Manufacturer Utility Trailer Manufacturer
GELLE TRUCKING LLC,2020,3AKJGLDR5LSLJ4091,2020,Freightliner Cascadia
STALWART TRANSPORT LLC,2020,3AKJHHDRXJSJL5164,2018,Freightliner Cascadia
MSM WESTERN,2020,4V4NC9EH6LN251052,2020,Volvo VNL
MSH WESTERN INC,2020,4V4NC9EH6LN251052,2020,Volvo VNL
SHON EXPRESS,2020,4V4NC9EHXFN919231,2015,Volvo VNL
UMT Global Logistics LLC,2020,4V4NC9EHXFN919231,2015,Volvo VNL
V&T EXPRESS,2020,4V4WC9EH8LN253454,2020,Volvo VNR
YANGIBOY LLC,20204,4V4NC9EJ4RN625332,2024,Volvo VNL
ROYLE LLC,2021,4V4NC9EH8LN269469,2020,Volvo VNL
SINCLAIR COLLEGE,2021-1,1FDUF4GN1MDA01919,2021,Ford F-450
SUCCESSOR INC,2022,,2022,Freightliner Cascadia
SUCCESSOR INC,2022,3AKJHHDR6NSND1707,2022,Freightliner Cascadia
SEIZE THE WAY INC,2022,3H3V532K5NS887797,2022,Hyundai Translead Trailers Hyundai Translead Trailers
EAGLE EYE,2023,3AKJGLDRXKSKW2391,2019,Freightliner Cascadia
Umar Pashaev,2023,4V4NC9TJ8EN172670,2014,Volvo VNL
USA SILK WAY,20239,3AKJHHDR0RSVH9385,2024,Freightliner Cascadia
BISHKEK,2024,3AKJHHDR1PSNG7954,2023,Freightliner Cascadia
ARWAIJI TRUCKING,2024,3AKJHHDR8LSLM4986,2020,Freightliner Cascadia
UZ HIGHWAY LLC,2026,1FUJHHDR7KLKL9401,2019,Freightliner Cascadia
AL DABBAGH,2027,3AKJHHDR0LSLH1465,2020,Freightliner Cascadia
PATAGONIA,203,1FUJHHDV2NLNH9911,2022,Freightliner Cascadia
IATE INC,203,4V4BC9EH5TN698247,2026,Volvo NEW VNL
Moonstar Express LLC.,204,1C92D53235M949270,[Moon,star Express LLC.'s Unit]
RADONA INC,204,1FUJHHDV5NLNH9935,2022,Freightliner Cascadia
IATE INC,204,4V4BC9EH6TN698242,2026,Volvo NEW VNL
CARAVAN LOGISTICS LLC,2040,3AKJHHDR1LSLW4836,2020,Freightliner Cascadia
CARAVAN LOGISTICS LLC,2041,4V4NC9EH3NN287171,2022,Volvo VNL
MQT MICHALS QUALITY TRANSPORTATION,2043,4V4NC9EH7JN886729,2018,Volvo VNL
PINTO EXPRESS,20431,1FUJHHDR1LLKN2081,2020,Freightliner Cascadia
FAF INC,20431,1FUJHHDR1LLKN2081,2020,Freightliner Cascadia
TASK CORPORATION,2048,3AKJHHDR0MSMR8755,2021,"Freightliner New Cascadia 126 Sleepercab"""
ITF GROUP LLC,205,1FUJHHDRXKLKM5581,2019,Freightliner Cascadia
ONTIMECHASE INC,205,1FUJHHDRXKLKM5581,2019,Freightliner Cascadia
PATAGONIA,205,1FUJHHDV7NLNH9936,2022,Freightliner Cascadia
KEEP ON TRUCKING LLC,205,3AKJGLDR1GSGW8022,2016,Freightliner Cascadia
STW LTO,205,3AKJHHDR8KSHU5987,2019,Freightliner Cascadia
STW LTO,205,3AKJHHDR8MSMC0431,2021,Freightliner Cascadia
IATE INC,205,4V4BC9EHXTN698258,2026,Volvo NEW VNL
FAF INC,20510,3AKJHHDR7KSKB6118,2019,Freightliner Cascadia
DHILLON & CHAHAL,2055,1XPBD49XXND781757,2022,Peterbilt 579
ULUG EXPRESS INC,206,4V4NC9EH1KN202727,2019,Volvo VNL
STW LTO,206,4V4NC9EH8KN897434,2019,Volvo VNL
PINTO EXPRESS,206104,1DW1A5317KBA30608,2019,Stoughton Trailers Stoughton trailers
PINTO EXPRESS,206138,1DW1A5323KBA30593,2019,Stoughton trailers Stoughton trailers
AMMAR EXPRESS LLC,206138,1DW1A5323KBA30593,2019,Stoughton trailers Stoughton trailers
Teyfik Hasimgil,207,4V4NC9EH7KN897442,2019,Volvo VNL
EAGLE EYE,208,3AKJHHDR5NSMC1845,2022,Freightliner Cascadia
STW LTO,208,4V4NC9EH4KN897446,2019,Volvo VNL
LIFE LOGISTICS,209,3AKJHHDR7KSKK8144,2019,Freightliner Cascadia
STW LTO,209,4V4NC9EH6KN897481,2019,Volvo VNL
ITF GROUP LLC,209,4V4NC9THXKN220615,2019,Volvo VNL
SPEEDEL CARGO,21,1XKYD49X4NJ476451,2022,Kenworth T680
SAFE AND SECURE,21,4V4NC9EH2NN604342,2022,Volvo VNL
LOAD X FREIGHT LLC,210,1XKYDP9XXKJ278826,2019,Kenworth T680
ARTWO LLC,210,1XKYDP9XXKJ278826,2019,Kenworth T680
STW LTO,210,4V4NC9EJ0KN205041,2019,Volvo VNL
IQS,211,1FUJHHDR9KLKE3588,2019,Freightliner Cascadia
BRIGHT TRANSPORT LLC,211,3AKJHHDR3KSKE7950,2019,Freightliner Cascadia
YHC LOGISTICS SERVICES,211,4V4NC9EH1KN210732,2019,Volvo VNL
STW LTO,211,4V4NC9EH5KN897486,2019,Volvo VNL
VELES IMPERIUM,2114,1FUJGLDR4HLJF2114,2017,Freightliner Cascadia
SEIZE THE WAY INC,212,4V4NC9EH6SN661574,2025,Volvo VNL
SEIZE THE WAY INC,212,4V4NC9EHXKN897497,2019,Volvo VNL
TRANS BUSINESS GLOBAL INC,2120,4V4NC9EH5GN940148,2016,Volvo VNL
TRANS BUSINESS,2120,4V4NC9EH5GN940148,2016,Volvo VNL
A-1 TRUCKING,2124,1JJV532DXNL347843,2022,Wabash National Corporation Dry Van Duraplate
KBM TRUCKING LLC,213,3AKJGLBG7DSFF2879,2013,Freightliner Cascadia
STW LTO,213,4V4NC9EH1KN897498,2019,Volvo VNL
MB PRO INC,213,4V4NC9EH1KN897498,2019,Volvo VNL
STW LTO,213,4V4NC9EH2SN686245,2025,Volvo VNL
STW LTO,214,4V4NC9EH6SN686247,2025,Volvo VNL
SEIZE THE WAY INC,215,4V4NC9EH8SN686248,2025,Volvo VNL
SAG TRUCKING,2151,1FUJHPDV8MLMC2151,2021,Freightliner Cascadia
ITF GROUP LLC,216,4V4NC9EH4KN203256,2019,Volvo VNL
SEIZE THE WAY INC,216,4V4NC9EHXSN686249,2025,Volvo VNL
PRIME CARGO,216154,4V4NC9EH5NN607834,2022,Volvo VNL
CARGO PRIME,216154,4V4NC9EH5NN607834,2022,Volvo VNL
FRONTLINE EXPRESS,216479,4V4NC9EH0RN627284,2024,Volvo VNL
MK GLOBAL INC,21788,4V4BC9EH6TN698144,2026,Volvo VNL (4)
RAYKOR CARRIER LLC,218,3HAMMMML9KL383391,2019,International MA025
IATE INC,219,4V4NC9EH1KN203134,2019,Volvo VNL
CARTER EXPRESS,219032,4V4NB9EHXKN872215,2019,Volvo VNL
MONGO TRANSPORTATION,2192,1FUJA6CK97LX72192,2007,Freightliner Columbia
E2E TRUCKING LLC,22,1FUJBBAVX7LY52958,2007,Freightliner CST120
SPEEDEL CARGO,22,4V4NC9EG8FN178617,2015,Volvo VNL
VIP Global Inc.,22,4V4NC9EG8FN178617,2015,Volvo VNL
ROYCE LLC,220,1XKYDP9XSKJ278824,2019,Kenworth T680
EAGLE EYE,220,3AKJHHDR8NSMC1256,2022,Freightliner Cascadia
ELIF,220392,4V4NC9EHXPN610392,2023,Volvo VNL
SOS TRANSPORTATION INC,2204,1GRAA0626KW141008,2019,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,220678,3H3V532K6NS283028,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ITF GROUP LLC,221,1FUJHHDR5MLME8313,2021,Freightliner Cascadia
TRANS BUSINESS GLOBAL INC,221,1XKYDP9X0PJ163210,2023,Kenworth T680
EAGLE EYE,221,3AKJHHDR8NSNK9607,2022,Freightliner Cascadia
NEW COMPANY,2211,3AKJHHDR9LSMF8085,2020,Freightliner Cascadia
MBLA LOGISTICS LLC,2214,3AKJGLDR6GSGT2214,2016,Freightliner Cascadia
ITF GROUP LLC,221525,1GR1P0626MT221525,2021,Great Dane Trailers Great Dane Trailers
SKYROAD INC,222,3AKJHHDR4MSMC1141,2021,Freightliner Cascadia
E & J BROTHERS,222,4V4NC9EH7GN958568,2016,Volvo VNL
GOLDMAN EXPRESS,2222,3AKJHHDR4LSLR2534,2020,Freightliner Cascadia
PINTO EXPRESS,2222,3AKJHHDRXMSLL5952,2021,Freightliner Cascadia
ROYCE LLC,2222,4V4NC9EH1MN246178,2021,Volvo VNL
LOAD X FREIGHT LLC,2222,4V4NC9EH1MN246178,2021,Volvo VNL
MARTIAN EXPRESS Inc.,2225,4V4NC9EH8PN315646,2023,Volvo VNL
EVEREST EXPRESS,223,3AKJHHDR5MSME8221,2021,Freightliner Cascadia
ITF GROUP LLC,223,3AKJHHDR5MSME8221,2021,Freightliner Cascadia
TRANS BUSINESS GLOBAL INC,223,4V4NC9EH7JN961252,2018,Volvo VNL
EVEREST EXPRESS,224,3AKJHHDR6MSME8289,2021,Freightliner Cascadia
MSA GROUP,225,1XKYDP9X0PJ237225,2023,Kenworth T680
EVEREST EXPRESS,225,3AKJHHDR4MSME8291,2021,Freightliner Cascadia
TCC TRUCK SERVICE,2261,4V4NC9EJ8MN265300,2021,Volvo VNL
TRABZON EXPRESS,2261,4V4NC9EJ8MN265300,2021,Volvo VNL
R BROTHERS TRANSPORT LLC,2268,4V4NC9EH0LN232268,2020,Volvo VNL
ITF GROUP LLC,227,3AKJHHDR7NSMZ0332,2022,Freightliner Cascadia
BIG DUCK TRUCKING,227073,4V4NC9EH2RN627447,2024,Volvo VNL
AZZA LOGISTICS LLC,228,4V4NC9GH66N420228,2006,Volvo VNL
ONTIMECHASE INC,229,3AKJHHDR1NSMZ0326,2022,Freightliner Cascadia
LAMO TRANS CARGO,2291,3ELA6RX27NG00291,2022,Atro ATRO
IMO A LOGISTICS,23,3AKJHHDR4LSLZ0699,2020,Freightliner Cascadia
SPEEDEL CARGO,23,4V4N99EH8HN980742,2017,Volvo VNL
VAMAR,23,4V4NC9EH5CN553593,2012,Volvo VNL
UTL TRUCKING LLC,23,4V4NC9EH7MN236996,2021,Volvo VNL
ROYCE LLC,230,3AKJHHDV2KSKF5535,2019,Freightliner Cascadia
PERFECT 1 LLC,2302,4V4NC9EH6PN312650,2023,Volvo VNL
EVEREST EXPRESS,230417,3AKJHHDV9PSUC9561,2023,Freightliner Cascadia
ITF GROUP LLC,23042,3AKJHHDVXRSUC9569,2024,Freightliner Cascadia
ITF GROUP LLC,230420,3AKJHHDV4PSUC9564,2023,Freightliner Cascadia
ITF GROUP LLC,230432,3AKJHHDV7RSUC9576,2024,Freightliner Cascadia
ITF GROUP LLC,230437,3AKJHHDV0RSUC9581,2024,Freightliner Cascadia
HBM LOGISTICS LLC,2306,1XPBD49X2KD272306,2019,Peterbilt 579
AFF TRANS LLC,2308,3AKJHHDR4KSKD2308,2019,Freightliner Cascadia
FRONTLINE EXPRESS,231111,4V4NC9EH6PN336866,2023,Volvo VNL
SPS TRANSPORT,2313,3AKJHHDRXLSLH8486,2020,Freightliner Cascadia
PACED DELIVERY LLC,2315,1HTMMMML1KH682315,2019,International MA025
ITF GROUP LLC,232,3AKJHHDR0NSMZ0320,2022,Freightliner Cascadia
ITF GROUP LLC,232,3AKJHHDR2LSLJ9954,2020,Freightliner Cascadia
VIP Global Inc.,232656,4V4NC9EH9LN232656,2020,Volvo VNL
ITF GROUP LLC,233,3AKJHHDR3NSMZ0327,2022,Freightliner Cascadia
DUMAN EXPRESS,23353,1UYVS25389U538951,2009,Utility Trailer Manufacturer Utility Trailer Manufacturer
SAMCO,2336218PLA,5V8VC5320PM300368,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ITF GROUP LLC,235,3AKJHHDR8NSMZ0324,2022,Freightliner Cascadia
EVEREST EXPRESS,235,3AKJHHDR8NSMZ0324,2022,Freightliner Cascadia
ITF GROUP LLC,236,3AKJHHDR4NSMZ0319,2022,Freightliner Cascadia
FRONTLINE EXPRESS,236,4V4NC9EH1SN686236,2025,Volvo VNL
FRONTLINE EXPRESS,237,4V4NC9EH3SN686237,2025,Volvo VNL
ENS TRUCK REPAIR,2370,3AKJGLDR8HSHS2370,2017,Freightliner Cascadia
ITF GROUP LLC,238,3AKJHHDR4NSMZ0322,2022,Freightliner Cascadia
ITF GROUP LLC,239,3AKJHHDR5NSMZ0328,2022,Freightliner Cascadia
US TRANSPORTATION,2391,3AKJGLDRXKSKW2391,2019,Freightliner Cascadia
ZOHKIDJON,2391,3AKJGLDRXKSKW2391,2019,Freightliner Cascadia
NOMAD FREIGHT,2394,3AKJHHDR2LSLP2394,2020,Freightliner Cascadia
MNK LOGISTICS LLC,24,3AKJHHDR5TSWK2470,2026,Freightliner Cascadia
Kenan Group LLC,24,4V4NC9EJ1GN958276,2016,Volvo VNL
ROYCE LLC,240,3AKJHHDV5KSKF5576,2019,Freightliner Cascadia
GREEN LIGHT EXPRESS,240,4V4NC9EH0HN981353,2017,Volvo VNL
ITF GROUP LLC,241,3AKJHHDR2NSMZ0416,2022,Freightliner Cascadia
FRONTLINE EXPRESS,241,4V4NC9EH5SN686241,2025,Volvo VNL
IDM EXPRESS LLC,2410,3AKJHHFG3NSNE9898,2022,Freightliner Cascadia
FOUR WAYS EXPRESS LLC,24118,7SMF5EJ24RB000118,2024,Fruehauf Inc. FRUEHAUF INC.
FRONTLINE EXPRESS,242,4V4NC9EH7SN686242,2025,Volvo VNL
FRONTLINE EXPRESS,243,4V4NC9EH9SN686243,2025,Volvo VNL
BORDERLANDERS INC,2436953PLA,5V8VC5324RM405482,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GUISHE TRUCKING CORP,2437119PLA,5V8VC5320RM405656,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
HAULAGE FRIGHT LLC,243814LA,5V8VC5323RT405348,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SAR EXPRESS,244,4V4NC9EH7LN256244,2020,Volvo VNL
Long Light Pro Inc.,244,4V4NC9EH8LN221213,2020,Volvo VNL
LONG LIGHT PRO,244,4V4NC9EH8LN221213,2020,Volvo VNL
ITF GROUP LLC,246,4V4NC9EH0NN297737,2022,Volvo VNL
EVEREST EXPRESS,246,4V4NC9EH0NN297737,2022,Volvo VNL
FRONTLINE EXPRESS,246,4V4NC9EH4SN686246,2025,Volvo VNL
ITF GROUP LLC,247,3AKJHHDR4PSNW4602,2023,Freightliner Cascadia
ROYCE LLC,247,4V4NC9EH1KN203246,2019,Volvo VNL
PINTO EXPRESS,2479,3AKJHHDR2NSND2479,2022,"Freightliner New Cascadia 126 Sleepercab"""
ITF GROUP LLC,248,3AKJHHDR2PSUJ6478,2023,Freightliner Cascadia
EVEREST EXPRESS,248,3AKJHHDR2PSUJ6478,2023,Freightliner Cascadia
ITF GROUP LLC,249,3AKJHHDR4PSUJ6479,2023,Freightliner Cascadia
DELO,249,4V4NC9EH3MN269249,2021,Volvo VNL
ERICA LAWRENCE,2490,JN8AE2KP8D9062490,2013,Nissan Quest
ROYCE LLC,250,1XKYDP9X9KJ257112,2019,Kenworth T680
D BRYANT TRUCKING,251,1FUJHHDR6MLME8174,2021,Freightliner Cascadia
ITF GROUP LLC,251,3AKJHHDR0PSUJ6480,2023,Freightliner Cascadia
FRONTLINE EXPRESS,251,4V4NC9EH8SN686251,2025,Volvo VNL
MILES MASTER,2512,1UYVS2539P3902512,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
MILES MASTER,2515,1UYVS2534P3902515,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
ITF GROUP LLC,252,4V4NC9EG2LN223210,2020,Volvo VNL
FRONTLINE EXPRESS,252,4V4NC9EHXSN686252,2025,Volvo VNL
ICONX INC,2521,4V4NC9EH9LN252521,2020,Volvo VNL
GG CARGO,252130,1GRAP0624DT574006,2013,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,253,3AKJHHDR9RSUY2979,2024,Freightliner Cascadia
ZERO MAX Inc,253372,1GRAP0620DT575248,2013,Great Dane Trailers Great Dane Trailers
Progressive Carriers LLC.,254,3AKJHHDR8RSUX3254,2024,Freightliner Cascadia
ITF GROUP LLC,255,3AKJHHDR8PSUM0705,2023,Freightliner Cascadia
HOMELAND TRANSPORTATION INC,256,4V4NC9EH7SN686256,2025,Volvo VNL
FRONTLINE EXPRESS,257,4V4NC9EH9SN686257,2025,Volvo VNL
FRONTLINE EXPRESS,258,4V4NC9EH0SN686258,2025,Volvo VNL
FRONTLINE EXPRESS,259,4V4NC9EH2SN686259,2025,Volvo VNL
ENCORE PRE CAST,26,13N248205R1566375,1994,Fontaine Trailer Co Fontaine Trailer Co.
DADAKHON TRANS CORP,26,4V4N99EJ1HN987079,2017,Volvo VNL
GOLDMAN EXPRESS,26,4V4N99EJ1HN987079,2017,Volvo VNL
VR TRANSPORT,260,1XKYDP9X9JJ193250,2018,Kenworth T680
YNS TRUCKING LLC,2601,3AKJGLDR8DSBC9436,2013,Freightliner Cascadia
Best Way Truck & Trailer Repair LLC,2601,3AKJGLDR8DSBC9436,2013,Freightliner Cascadia
YNS TRUCKING LLC,2602,4V4NC9EH8KN901675,2019,Volvo VNL
EAGLE EYE,2608,1XKYDP9X2MJ438197,2021,Kenworth T680
ITF GROUP LLC,261,3AKJHHDR9SSWA0935,2025,Freightliner Cascadia
ARAVAN CARGO,2612,1E1H5Z287TR089662,2026,East Manufacturing Corp. East Manufacturing Corp
ITF GROUP LLC,262,3AKJHHDR0SSWA0936,2025,Freightliner Cascadia
GG CARGO,262574,1JJV532D2ML262574,2021,Wabash National Corporation Dry Van Duraplate
ZERO MAX Inc,262575,1JJV532D4ML262575,2021,Wabash National Corporation Dry Van Duraplate
GG CARGO,262577,1JJV532D7NL347783,2022,Wabash National Corporation Dry Van Duraplate
EDGARS DELIVERY LLC,262712,4V4NC9EH6MN283596,2021,Volvo VNL
UZ TRANZ,2636,4V4NC9EH9SN669877,2025,Volvo VNL
SF UNION,26440,4V4N99EH2HN980736,2017,Volvo VNL
ITF GROUP LLC,265,3AKJHHDR6SSWA0939,2025,Freightliner Cascadia
SUCCESSOR INC,2653040S,3H3V532K6TS074109,2026,Hyundai Translead Trailers Hyundai Translead Trailers
SUCCESSOR INC,26530435s,3H3V532K9TS074136,2026,Hyundai Translead Trailers Hyundai Translead Trailers
VIP Global Inc.,2658,4V4NC9EH2LN232658,2020,Volvo VNL
ITF GROUP LLC,266,3AKJHHDR2SSWA0940,2025,Freightliner Cascadia
IQS,2669,4V4NC9EH7LN232669,2020,Volvo VNL
ONTIMECHASE INC,267,3AKJHHDR4SSWA0941,2025,Freightliner Cascadia
ITF GROUP LLC,268,3AKJHHDR6SSWA0942,2025,Freightliner Cascadia
AMERIKALAND,269,3AKJHHDR4NSMZ0255,2022,"Freightliner New Cascadia 126 Sleepercab"""
ZR Transportation Inc.,269,3AKJHHDR4NSMZ0255,2022,"Freightliner New Cascadia 126 Sleepercab"""
ANSOR EXPRESS,26939,3H3V532C8KR393087,2019,Hyundai Translead Hyundai Translead Trailers
WENZE INVESTMENTS,27,4V4NC9EH8NN315384,2022,Volvo VNL
Anex llc,27040,4V4NC9EHXKN193588,2019,Volvo VNL
AFF TRANS LLC,2706,3AKJHHDR9SSVT2706,2025,Freightliner Cascadia
BIG DUCK TRUCKING,2712,1FUJHHDR8LLLP3450,2020,Freightliner Cascadia
OWL TT LLC,2722,3AKJGLD57GSFP7527,1995,Freightliner Cascadia
FRONTLINE EXPRESS,273224,4V4NC9EH9RN636100,2024,Volvo VNL
FRONTLINE EXPRESS,273284,4V4NC9EH4RN636117,2024,Volvo VNL
VIP INC,2736,3AKJHHDR8KSKD2263,2019,Freightliner Cascadia
DEADHEAD TRUCKING LLC,274141,1XKYD49X8LJ225607,2020,Kenworth T680
ARDOS/ZAMIN,2746,4V4NC9EH9NN292746,2022,Volvo VNL
RADEON LOGISTICS,2749,3AKJHHDR0KSKK2749,2019,Freightliner Cascadia
GREY TRUCK,27527,3AKJHHDVXKSKP5049,2019,Freightliner Cascadia
ITF GROUP LLC,276,3AKJHHDR9SSWA0949,2025,Freightliner Cascadia
SEIZE THE WAY INC,277574,1GRAP0621EJ642565,2014,Great Dane Trailers Great Dane Trailers
ROYCE LLC,278,3AKJHHDR5NSMZ0278,2022,Freightliner Cascadia
GAMIY FREIGHT LLC,278,3AKJHHDR5NSMZ0278,2022,Freightliner Cascadia
LOAD X FREIGHT LLC,278,3AKJHHDR5NSMZ0278,2022,Freightliner Cascadia
GJR TRANSPORTATION INCS,278,3AKJHHDR5NSMZ20278,2022,Freightliner Cascadia
AC FREIGHTLINE,2785,5V8VA5322DM302785,2013,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
AC FREIGHTLINE,2785,5V8VA532DM302785,2021,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
RAF Transport LLC,279,4V4NC9EJ3GN926820,2016,Volvo VNL
YDV LLC,279134,1GRAP0622FJ651390,2015,Great Dane Trailers Great Dane Trailers
AR MIDWEST,28,1XPBDP9X9HD419411,2017,Peterbilt 579
ROYCE LLC,28,1XPBDP9X9HD419411,2017,Peterbilt 579
GOLDWAY TRANS,28,3AKJHHDR2LSME8112,2020,Freightliner Cascadia
